#Organism/Name	Kingdom	Group	SubGroup	Size (Mb)	Chrs	Organelles	Plasmids	BioProjects
Burkholderia phage Bcep22	Viruses	dsDNA viruses, no RNA stage	Podoviridae	0.063879	1	-	-	1
Burkholderia phage Bcep43	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.048024	1	-	-	1
Burkholderia phage Bcep781	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.048247	1	-	-	1
Burkholderia phage BcepB1A	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.047399	1	-	-	1
Burkholderia phage BcepC6B	Viruses	dsDNA viruses, no RNA stage	Podoviridae	0.042415	1	-	-	1
Burkholderia phage BcepF1	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.072415	1	-	-	1
Burkholderia phage BcepGomr	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.052414	1	-	-	1
Burkholderia phage BcepIL02	Viruses	dsDNA viruses, no RNA stage	Podoviridae	0.062715	1	-	-	1
Burkholderia phage BcepMigl	Viruses	dsDNA viruses, no RNA stage	Podoviridae	0.062952	1	-	-	1
Burkholderia phage BcepMu	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.036748	1	-	-	1
Burkholderia phage BcepNY3	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.047382	1	-	-	1
Burkholderia phage BcepNazgul	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.057455	1	-	-	1
Burkholderia phage DC1	Viruses	dsDNA viruses, no RNA stage	Podoviridae	0.061847	1	-	-	1
Burkholderia phage JG068	Viruses	dsDNA viruses, no RNA stage	Podoviridae	0.041604	1	-	-	1
Burkholderia phage KL1	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.042832	1	-	-	1
Burkholderia phage KL3	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.040555	1	-	-	1
Burkholderia phage KS10	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.037635	1	-	-	1
Burkholderia phage KS14	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.032317	1	-	-	1
Burkholderia phage KS5	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.037236	1	-	-	1
Burkholderia phage KS9	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.039896	1	-	-	1
Burkholderia phage ST79	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.03543	1	-	-	1
Burkholderia phage phi1026b	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.054865	1	-	-	1
Burkholderia phage phi52237	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.037639	1	-	-	1
Burkholderia phage phi644-2	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.048674	1	-	-	1
Burkholderia phage phiE12-2	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.03669	1	-	-	1
Burkholderia phage phiE125	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.053373	1	-	-	1
Burkholderia phage phiE202	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.035741	1	-	-	1
Burkholderia phage phiE255	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.037446	1	-	-	1
Burkholderia phenoliruptrix	Bacteria	Proteobacteria	Betaproteobacteria	7.81103	2	-	1	2
Burkholderia phymatum	Bacteria	Proteobacteria	Betaproteobacteria	8.67656	2	-	2	1
Burkholderia phytofirmans	Bacteria	Proteobacteria	Betaproteobacteria	8.21466	2	-	1	1
Burkholderia pseudomallei	Bacteria	Proteobacteria	Betaproteobacteria	7.45365	2	-	1	68
Burkholderia pyrrocinia	Bacteria	Proteobacteria	Betaproteobacteria	8.0497	-	-	-	1
Burkholderia rhizoxinica	Bacteria	Proteobacteria	Betaproteobacteria	3.75014	1	-	2	1
Burkholderia sordidicola	Bacteria	Proteobacteria	Betaproteobacteria	10.2619	-	-	-	1
Burkholderia sprentiae	Bacteria	Proteobacteria	Betaproteobacteria	7.76106	-	-	-	1
Burkholderia terrae	Bacteria	Proteobacteria	Betaproteobacteria	11.2941	-	-	-	1
Burkholderia thailandensis	Bacteria	Proteobacteria	Betaproteobacteria	7.24599	2	-	-	12
Burkholderia ubonensis	Bacteria	Proteobacteria	Betaproteobacteria	6.93253	-	-	-	1
Burkholderia vietnamiensis	Bacteria	Proteobacteria	Betaproteobacteria	8.39107	3	-	5	1
Burkholderia xenovorans	Bacteria	Proteobacteria	Betaproteobacteria	9.73114	3	-	-	1
Burkholderia zhejiangensis	Bacteria	Proteobacteria	Betaproteobacteria	7.76722	-	-	-	1
Burkholderiales bacterium 1_1_47	Bacteria	Proteobacteria	Betaproteobacteria	2.65565	-	-	-	1
Burkholderiales bacterium JGI 0001002-H06	Bacteria	Proteobacteria	Betaproteobacteria	0.415398	-	-	-	1
Burkholderiales bacterium JGI 0001003-A5	Bacteria	Proteobacteria	Betaproteobacteria	0.686115	-	-	-	1
Burkholderiales bacterium JGI 0001003-J08	Bacteria	Proteobacteria	Betaproteobacteria	0.394907	-	-	-	1
Burkholderiales bacterium JGI 0001003-L21	Bacteria	Proteobacteria	Betaproteobacteria	0.070281	-	-	-	1
Burkholderiales bacterium JOSHI_001	Bacteria	Proteobacteria	Betaproteobacteria	5.60063	1	-	-	1
Bursaphelenchus xylophilus	Eukaryota	Animals	Roundworms	73.0857	-	1	-	1
Bush viper reovirus	Viruses	dsRNA viruses	Reoviridae	0.024043	10	-	-	1
Butcherbird polyomavirus	Viruses	dsDNA viruses, no RNA stage	Polyomaviridae	0.005084	1	-	-	1
Butterbur mosaic virus	Viruses	ssRNA viruses	Betaflexiviridae	0.008662	1	-	-	1
Butyricicoccus pullicaecorum	Bacteria	Firmicutes	Clostridia	3.32572	-	-	-	1
Butyricimonas synergistica	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	4.77084	-	-	-	1
Butyricimonas virosa	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	4.71786	-	-	-	1
Butyrivibrio crossotus	Bacteria	Firmicutes	Clostridia	2.49604	-	-	-	1
Butyrivibrio fibrisolvens	Bacteria	Firmicutes	Clostridia	4.73896	1	-	3	7
Butyrivibrio hungatei	Bacteria	Firmicutes	Clostridia	3.37254	-	-	-	1
Butyrivibrio proteoclasticus	Bacteria	Firmicutes	Clostridia	4.40489	2	-	2	3
Butyrivibrio sp.	Bacteria	Firmicutes	Clostridia	7.346	-	-	-	29
Buzura suppressaria nucleopolyhedrovirus	Viruses	dsDNA viruses, no RNA stage	Baculoviridae	0.12042	1	-	-	1
Byssochlamys spectabilis	Eukaryota	Fungi	Ascomycetes	29.7624	-	-	-	1
CAS virus	Viruses	ssRNA viruses	Arenaviridae	0.01018	2	-	-	1
Cabbage leaf curl virus	Viruses	ssDNA viruses	Geminiviridae	0.005096	2	-	-	1
Cacao swollen shoot virus	Viruses	Retro-transcribing viruses	Caulimoviridae	0.007161	1	-	-	1
Cactus mild mottle virus	Viruses	ssRNA viruses	Virgaviridae	0.006449	1	-	-	1
Cactus virus X	Viruses	ssRNA viruses	Alphaflexiviridae	0.006614	1	-	-	1
Cadicivirus A	Viruses	ssRNA viruses	Picornaviridae	0.008785	1	-	-	1
Caenispirillum salinarum	Bacteria	Proteobacteria	Alphaproteobacteria	4.95247	-	-	-	1
Caenorhabditis	Eukaryota	Animals	Roundworms	79.3214	-	-	-	1
Caenorhabditis angaria	Eukaryota	Animals	Roundworms	79.7615	-	-	-	1
Caenorhabditis brenneri	Eukaryota	Animals	Roundworms	190.37	-	-	-	1
Caenorhabditis briggsae	Eukaryota	Animals	Roundworms	108.479	6	1	-	1
Caenorhabditis elegans	Eukaryota	Animals	Roundworms	100.286	6	1	-	1
Caenorhabditis japonica	Eukaryota	Animals	Roundworms	166.256	-	-	-	1
Caenorhabditis remanei	Eukaryota	Animals	Roundworms	145.443	-	-	-	1
Cafeteria roenbergensis virus BV-PW1	Viruses	dsDNA viruses, no RNA stage	Mimiviridae	0.617453	1	-	-	1
Cajanus cajan	Eukaryota	Plants	Land Plants	510.809	-	-	-	1
Caladenia virus A	Viruses	ssRNA viruses	Potyviridae	0.009847	1	-	-	1
Caldalkalibacillus thermarum	Bacteria	Firmicutes	Bacilli	2.89546	-	-	-	1
Caldanaerobacter subterraneus	Bacteria	Firmicutes	Clostridia	2.70055	1	-	-	3
Caldanaerobius polysaccharolyticus	Bacteria	Firmicutes	Clostridia	2.49986	-	-	-	1
Caldibacillus debilis	Bacteria	Firmicutes	Bacilli	3.05952	-	-	-	1
Caldicellulosiruptor acetigenus	Bacteria	Firmicutes	Clostridia	2.58996	-	-	-	1
Caldicellulosiruptor bescii	Bacteria	Firmicutes	Clostridia	2.93166	1	-	2	1
Caldicellulosiruptor hydrothermalis	Bacteria	Firmicutes	Clostridia	2.77068	1	-	-	1
Caldicellulosiruptor kristjanssonii	Bacteria	Firmicutes	Clostridia	2.80244	1	-	1	1
Caldicellulosiruptor kronotskyensis	Bacteria	Firmicutes	Clostridia	2.84379	1	-	-	1
Caldicellulosiruptor lactoaceticus	Bacteria	Firmicutes	Clostridia	2.67481	1	-	-	1
Caldicellulosiruptor obsidiansis	Bacteria	Firmicutes	Clostridia	2.53234	1	-	-	1
Caldicellulosiruptor owensensis	Bacteria	Firmicutes	Clostridia	2.4289	1	-	-	1
Caldicellulosiruptor saccharolyticus	Bacteria	Firmicutes	Clostridia	2.97027	1	-	-	1
Caldicellulosiruptor sp.	Bacteria	Firmicutes	Clostridia	2.37864	-	-	-	1
Caldicoprobacter oshimai	Bacteria	Firmicutes	Clostridia	2.72504	-	-	-	1
Caldilinea aerophila	Bacteria	Chloroflexi	Caldilineae	5.14487	1	-	-	1
Caldimonas manganoxidans	Bacteria	Proteobacteria	Betaproteobacteria	3.53212	-	-	-	1
Caldiserica bacterium JGI 0000059-M03	Bacteria	Caldiserica	unclassified Caldiserica	0.503801	-	-	-	1
Caldisericum exile	Bacteria	Caldiserica	Caldisericia	1.5581	1	-	-	1
Caldisphaera lagunensis	Archaea	Crenarchaeota	Thermoprotei	1.54685	1	-	-	1
Calditerrivibrio nitroreducens	Bacteria	Deferribacteres	Deferribacteres	2.21655	1	-	1	1
Caldithrix abyssi	Bacteria	unclassified Bacteria	Caldithrix	4.95544	1	-	-	1
Caldivirga maquilingensis	Archaea	Crenarchaeota	Thermoprotei	2.07757	1	-	-	1
Calibrachoa mottle virus	Viruses	ssRNA viruses	Tombusviridae	0.003919	1	-	-	1
Calicivirus isolate TCG	Viruses	ssRNA viruses	Caliciviridae	0.007453	1	-	-	1
Calicivirus pig/AB90/CAN	Viruses	ssRNA viruses	Caliciviridae	0.006434	1	-	-	1
California sea lion polyomavirus 1	Viruses	dsDNA viruses, no RNA stage	Polyomaviridae	0.005112	1	-	-	1
Calla lily latent virus	Viruses	ssRNA viruses	Potyviridae	0.009731	1	-	-	1
Callithrix jacchus	Eukaryota	Animals	Mammals	2914.96	24	-	-	1
Callitrichine herpesvirus 3	Viruses	dsDNA viruses, no RNA stage	Herpesviridae	0.149696	1	-	-	1
Callorhinchus milii	Eukaryota	Animals	Fishes	974.499	-	1	-	1
Caloramator	Bacteria	Firmicutes	Clostridia	2.53077	-	-	-	1
Caloramator australicus	Bacteria	Firmicutes	Clostridia	2.63845	-	-	-	1
Calothrix	Bacteria	Cyanobacteria	Nostocales	11.5844	1	-	3	3
Calypte anna	Eukaryota	Animals	Birds	1105.68	-	-	-	1
Calyptogena okutanii thioautotrophic gill symbiont	Bacteria	Proteobacteria	Gammaproteobacteria	1.02215	1	-	-	1
Camelina sativa	Eukaryota	Plants	Land Plants	641.356	20	-	-	2
Camelpox virus	Viruses	dsDNA viruses, no RNA stage	Poxviridae	0.205719	1	-	-	1
Camelus bactrianus	Eukaryota	Animals	Mammals	1568.77	-	1	-	1
Camelus dromedarius papillomavirus type 1	Viruses	dsDNA viruses, no RNA stage	Papillomaviridae	0.007679	1	-	-	1
Camelus dromedarius papillomavirus type 2	Viruses	dsDNA viruses, no RNA stage	Papillomaviridae	0.007906	1	-	-	1
Camelus ferus	Eukaryota	Animals	Mammals	2009.19	-	1	-	1
Caminibacter mediatlanticus	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.66362	-	-	-	1
Campoletis sonorensis ichnovirus	Viruses	dsDNA viruses, no RNA stage	Polydnaviridae	0.246734	24	-	-	1
Camponotus floridanus	Eukaryota	Animals	Insects	232.685	-	-	-	1
Campylobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	2.14235	-	-	-	3
Campylobacter coli	Bacteria	Proteobacteria	delta/epsilon subdivisions	3.06919	1	-	6	75
Campylobacter concisus	Bacteria	Proteobacteria	delta/epsilon subdivisions	2.10873	1	-	2	8
Campylobacter cuniculorum	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.87141	-	-	-	1
Campylobacter curvus	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.97126	1	-	-	2
Campylobacter fetus	Bacteria	Proteobacteria	delta/epsilon subdivisions	2.05503	1	-	3	6
Campylobacter gracilis	Bacteria	Proteobacteria	delta/epsilon subdivisions	2.25557	-	-	-	1
Campylobacter hominis	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.71495	1	-	1	1
Campylobacter hyointestinalis	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.73327	-	-	-	1
Campylobacter jejuni	Bacteria	Proteobacteria	delta/epsilon subdivisions	3.32193	1	-	7	114
Campylobacter lari	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.57166	1	-	2	1
Campylobacter mucosalis	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.75173	-	-	-	1
Campylobacter phage CP21	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.182833	1	-	-	1
Campylobacter phage CP30A	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.133572	1	-	-	1
Campylobacter phage CPX	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.132662	1	-	-	1
Campylobacter phage NCTC12673	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.135041	1	-	-	1
Campylobacter rectus	Bacteria	Proteobacteria	delta/epsilon subdivisions	2.51311	-	-	-	1
Campylobacter showae	Bacteria	Proteobacteria	delta/epsilon subdivisions	2.19277	-	-	-	3
Campylobacter upsaliensis	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.77383	-	-	-	3
Campylobacter ureolyticus	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.74059	-	-	-	3
Canary circovirus	Viruses	ssDNA viruses	Circoviridae	0.001952	1	-	-	1
Canary polyomavirus	Viruses	dsDNA viruses, no RNA stage	Polyomaviridae	0.005421	1	-	-	1
Canarypox virus	Viruses	dsDNA viruses, no RNA stage	Poxviridae	0.359853	1	-	-	1
Candida albicans	Eukaryota	Fungi	Ascomycetes	27.5589	5	1	-	13
Candida dubliniensis	Eukaryota	Fungi	Ascomycetes	14.6184	8	-	-	3
Candida glabrata	Eukaryota	Fungi	Ascomycetes	12.3383	13	1	-	2
Candida maltosa	Eukaryota	Fungi	Ascomycetes	12.8263	-	1	-	1
Candida orthopsilosis	Eukaryota	Fungi	Ascomycetes	14.5117	8	1	-	2
Candida parapsilosis	Eukaryota	Fungi	Ascomycetes	13.0785	-	1	-	1
Candida tenuis	Eukaryota	Fungi	Ascomycetes	10.747	-	-	-	1
Candida tropicalis	Eukaryota	Fungi	Ascomycetes	15.3268	-	1	-	2
Candidatus Accumulibacter	Bacteria	Proteobacteria	Betaproteobacteria	5.05681	-	-	-	8
Candidatus Accumulibacter phosphatis	Bacteria	Proteobacteria	Betaproteobacteria	5.30613	1	-	3	1
Candidatus Acidianus copahuensis	Archaea	Crenarchaeota	Thermoprotei	2.45402	-	-	-	1
Candidatus Alistipes marseilloanorexicus	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	2.77282	-	-	-	1
Candidatus Amoebophilus asiaticus	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	1.88436	1	-	-	1
Candidatus Ancillula trichonymphae	Bacteria	Actinobacteria	Actinobacteria	1.15841	-	-	-	1
Candidatus Aquiluna	Bacteria	Actinobacteria	Actinobacteria	1.35986	-	-	-	1
Candidatus Arthromitus	Bacteria	Firmicutes	Clostridia	1.6549	1	-	-	12
Candidatus Azobacteroides pseudotrichonymphae	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	1.22492	1	-	4	1
Candidatus Bacteroides timonensis	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	7.01722	-	-	-	1
Candidatus Baumannia cicadellinicola	Bacteria	Proteobacteria	Gammaproteobacteria	0.686194	1	-	-	1
Candidatus Blastococcus massiliensis	Bacteria	Actinobacteria	Actinobacteria	3.87468	-	-	-	1
Candidatus Blochmannia chromaiodes	Bacteria	Proteobacteria	Gammaproteobacteria	0.791219	1	-	-	1
Candidatus Blochmannia floridanus	Bacteria	Proteobacteria	Gammaproteobacteria	0.705557	1	-	-	1
Candidatus Blochmannia pennsylvanicus	Bacteria	Proteobacteria	Gammaproteobacteria	0.791654	1	-	-	1
Candidatus Blochmannia vafer	Bacteria	Proteobacteria	Gammaproteobacteria	0.722585	1	-	-	1
Candidatus Burkholderia kirkii	Bacteria	Proteobacteria	Betaproteobacteria	4.00944	-	-	-	1
Candidatus Caldiarchaeum subterraneum	Archaea	Thaumarchaeota	unclassified Thaumarchaeota	1.68094	1	-	-	1
Candidatus Carsonella ruddii	Bacteria	Proteobacteria	Gammaproteobacteria	0.174014	1	-	-	7
Candidatus Chloracidobacterium thermophilum	Bacteria	Fibrobacteres/Acidobacteria group	Acidobacteria	3.69537	2	-	-	1
Candidatus Cloacamonas acidaminovorans	Bacteria	unclassified Bacteria	Cloacimonetes	2.24682	1	-	-	1
Candidatus Clostridium anorexicamassiliense	Bacteria	Firmicutes	Clostridia	4.43367	-	-	-	1
Candidatus Contendobacter odensis	Bacteria	Proteobacteria	Gammaproteobacteria	4.61165	-	-	-	1
Candidatus Desulforudis audaxviator	Bacteria	Firmicutes	Clostridia	2.34948	1	-	-	1
Candidatus Endolissoclinum faulkneri	Bacteria	Proteobacteria	Alphaproteobacteria	1.51864	1	-	-	2
Candidatus Entotheonella	Bacteria	Proteobacteria	delta/epsilon subdivisions	9.94778	-	-	-	2
Candidatus Glomeribacter gigasporarum	Bacteria	Proteobacteria	Betaproteobacteria	1.72695	-	-	-	1
Candidatus Haloredivivus sp. G17	Archaea	Nanohaloarchaeota	Nanohaloarchaea	1.1986	-	-	-	1
Candidatus Hamiltonella defensa	Bacteria	Proteobacteria	Gammaproteobacteria	2.16936	1	-	1	2
Candidatus Hepatoplasma crinochetorum	Bacteria	Tenericutes	Mollicutes	0.657101	1	-	-	1
Candidatus Hodgkinia cicadicola	Bacteria	Proteobacteria	Alphaproteobacteria	0.150297	1	-	-	2
Candidatus Kinetoplastibacterium crithidii	Bacteria	Proteobacteria	Betaproteobacteria	0.82193	1	-	-	2
Candidatus Kinetoplastibacterium desouzaii	Bacteria	Proteobacteria	Betaproteobacteria	0.833125	1	-	-	1
Candidatus Kinetoplastibacterium galatii	Bacteria	Proteobacteria	Betaproteobacteria	0.82214	1	-	-	1
Candidatus Kinetoplastibacterium oncopeltii	Bacteria	Proteobacteria	Betaproteobacteria	0.810172	1	-	-	1
Candidatus Korarchaeum cryptofilum	Archaea	Korarchaeota	Candidatus Korarchaeum	1.59076	1	-	-	1
Candidatus Koribacter versatilis	Bacteria	Fibrobacteres/Acidobacteria group	Acidobacteria	5.65037	1	-	-	1
Candidatus Liberibacter americanus	Bacteria	Proteobacteria	Alphaproteobacteria	1.1952	1	-	-	2
Candidatus Liberibacter asiaticus	Bacteria	Proteobacteria	Alphaproteobacteria	1.26824	1	-	-	4
Candidatus Liberibacter solanacearum	Bacteria	Proteobacteria	Alphaproteobacteria	1.25828	1	-	-	1
Candidatus Magnetobacterium	Bacteria	Nitrospirae	Nitrospira	3.41568	-	-	-	1
Candidatus Magnetoglobus multicellularis	Bacteria	Proteobacteria	delta/epsilon subdivisions	12.4538	-	-	-	1
Candidatus Methanomassiliicoccus intestinalis	Archaea	Euryarchaeota	Methanomicrobia	1.93165	1	-	-	1
Candidatus Methanomethylophilus alvus	Archaea	Euryarchaeota	unclassified Euryarchaeota	1.6668	1	-	-	1
Candidatus Methanoperedens nitroreducens	Archaea	Euryarchaeota	Methanomicrobia	3.20339	-	-	-	1
Candidatus Methylomirabilis oxyfera	Bacteria	unclassified Bacteria	candidate division NC10	2.75285	1	-	-	1
Candidatus Microthrix parvicella	Bacteria	Actinobacteria	Actinobacteria	4.2115	-	-	-	2
Candidatus Midichloria mitochondrii	Bacteria	Proteobacteria	Alphaproteobacteria	1.18373	1	-	-	1
Candidatus Moranella endobia	Bacteria	Proteobacteria	Gammaproteobacteria	0.538294	1	-	-	2
Candidatus Mycoplasma haemolamae	Bacteria	Tenericutes	Mollicutes	0.756845	1	-	-	1
Candidatus Mycoplasma haemominutum	Bacteria	Tenericutes	Mollicutes	0.51388	-	-	-	1
Candidatus Nanosalina	Archaea	Nanohaloarchaeota	Nanohaloarchaea	1.22716	-	-	-	1
Candidatus Nanosalinarum	Archaea	Nanohaloarchaeota	Nanohaloarchaea	1.2158	-	-	-	1
Candidatus Nasuia deltocephalinicola	Bacteria	Proteobacteria	Betaproteobacteria	0.112091	1	-	-	1
Candidatus Nitrosoarchaeum koreensis	Archaea	Thaumarchaeota	Nitrosopumilales	1.6077	-	-	-	1
Candidatus Nitrosoarchaeum limnia	Archaea	Thaumarchaeota	Nitrosopumilales	1.85556	1	-	-	2
Candidatus Nitrosopumilus koreensis	Archaea	Thaumarchaeota	Nitrosopumilales	1.63996	1	-	-	1
Candidatus Nitrosopumilus salaria	Archaea	Thaumarchaeota	Nitrosopumilales	1.57296	-	-	-	1
Candidatus Nitrosopumilus sp. AR2	Archaea	Thaumarchaeota	Nitrosopumilales	1.69091	1	-	-	1
Candidatus Nitrososphaera evergladensis	Archaea	Thaumarchaeota	Nitrososphaerales	2.95437	1	-	-	1
Candidatus Nitrososphaera gargensis	Archaea	Thaumarchaeota	Nitrososphaerales	2.83387	1	-	-	1
Candidatus Nitrospira defluvii	Bacteria	Nitrospirae	Nitrospira	4.31708	1	-	-	1
Candidatus Odyssella thessalonicensis	Bacteria	Proteobacteria	Alphaproteobacteria	2.84765	-	-	-	1
Candidatus Parvarchaeum acidiphilum	Archaea	Parvarchaeota	Candidatus Parvarchaeum	0.045346	-	-	-	1
Candidatus Parvarchaeum acidophilus	Archaea	Parvarchaeota	Candidatus Parvarchaeum	0.100212	-	-	-	1
Candidatus Pelagibacter	Bacteria	Proteobacteria	Alphaproteobacteria	1.45689	1	-	-	2
Candidatus Pelagibacter ubique	Bacteria	Proteobacteria	Alphaproteobacteria	1.43361	1	-	-	11
Candidatus Photodesmus blepharus	Bacteria	Proteobacteria	Gammaproteobacteria	1.11231	-	-	-	1
Candidatus Photodesmus katoptron	Bacteria	Proteobacteria	Gammaproteobacteria	1.01592	-	-	1	2
Candidatus Phytoplasma australiense	Bacteria	Tenericutes	Mollicutes	0.959779	1	-	3	2
Candidatus Phytoplasma mali	Bacteria	Tenericutes	Mollicutes	0.601943	1	-	-	1
Candidatus Poribacteria sp. WGA-4C	Bacteria	unclassified Bacteria	Poribacteria	1.62966	-	-	-	1
Candidatus Poribacteria sp. WGA-4E	Bacteria	unclassified Bacteria	Poribacteria	3.64767	-	-	-	1
Candidatus Poribacteria sp. WGA-4G	Bacteria	unclassified Bacteria	Poribacteria	0.189191	-	-	-	1
Candidatus Poribacteria sp. WGA-A3	Bacteria	unclassified Bacteria	Poribacteria	1.88486	-	-	-	1
Candidatus Portiera aleyrodidarum	Bacteria	Proteobacteria	Gammaproteobacteria	0.358242	1	-	-	5
Candidatus Prevotella conceptionensis	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	4.08012	-	-	-	1
Candidatus Profftella armatura	Bacteria	Proteobacteria	Betaproteobacteria	0.464857	1	-	1	1
Candidatus Protochlamydia	Bacteria	Chlamydiae/Verrucomicrobia group	Chlamydiae	2.7227	-	-	-	1
Candidatus Protochlamydia amoebophila	Bacteria	Chlamydiae/Verrucomicrobia group	Chlamydiae	2.41446	1	-	-	1
Candidatus Puniceispirillum marinum	Bacteria	Proteobacteria	Alphaproteobacteria	2.75353	1	-	-	1
Candidatus Regiella insecticola	Bacteria	Proteobacteria	Gammaproteobacteria	2.0674	-	-	1	2
Candidatus Rhodoluna lacicola	Bacteria	Actinobacteria	Actinobacteria	1.43043	1	-	-	1
Candidatus Rickettsia amblyommii	Bacteria	Proteobacteria	Alphaproteobacteria	1.48088	1	-	3	1
Candidatus Rickettsia gravesii	Bacteria	Proteobacteria	Alphaproteobacteria	1.3475	-	-	-	1
Candidatus Riesia pediculicola	Bacteria	Proteobacteria	Gammaproteobacteria	0.582127	1	-	1	1
Candidatus Ruthia magnifica	Bacteria	Proteobacteria	Gammaproteobacteria	1.16078	1	-	-	2
Candidatus Saccharibacteria bacterium RAAC3_TM7_1	Bacteria	unclassified Bacteria	Candidatus Saccharibacteria	0.845464	1	-	-	1
Candidatus Saccharimonas aalborgensis	Bacteria	unclassified Bacteria	Candidatus Saccharibacteria	1.01378	1	-	-	1
Candidatus Solibacter usitatus	Bacteria	Fibrobacteres/Acidobacteria group	Acidobacteria	9.96564	1	-	-	1
Candidatus Sulcia muelleri	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	0.276984	1	-	-	6
Candidatus Synechococcus spongiarum	Bacteria	Cyanobacteria	Oscillatoriophycideae	1.65871	-	-	-	1
Candidatus Tremblaya phenacola PAVE	Bacteria	Proteobacteria	Betaproteobacteria	0.1715	1	-	1	1
Candidatus Tremblaya princeps	Bacteria	Proteobacteria	Betaproteobacteria	0.138931	1	-	-	2
